signature_id	signature_label	dataset	condition_short	age_label	sex	collection	pathway	direction	a	b	c	d	odds_ratio	pval	padj	log2OR
CR_12m_male	CR_12m_male	GSE131754	CR	12m	male	Hallmark	HALLMARK_UV_RESPONSE_UP	Down	3	197	139	12181	1.334476743	0.496796785	0.939715329	0.416274163
CR_12m_male	CR_12m_male	GSE131754	CR	12m	male	Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Down	0	200	39	12281	0	1	1	#NAME?
CR_12m_male	CR_12m_male	GSE131754	CR	12m	male	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Down	3	197	191	12129	0.967047466	1	1	-0.048341391
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ADIPOGENESIS	Up	1	199	195	12125	0.312477273	0.380540964	0.755656077	-1.678176832
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ALLOGRAFT_REJECTION	Up	3	197	182	12138	1.015620559	0.771358239	0.942080299	0.022361505
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ANDROGEN_RESPONSE	Up	2	198	95	12225	1.29980731	0.669195347	0.942080299	0.378297767
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ANGIOGENESIS	Up	1	199	34	12286	1.815637822	0.431294293	0.77016838	0.860476446
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_APICAL_JUNCTION	Up	4	196	172	12148	1.441308422	0.367541159	0.755656077	0.527379087
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_APICAL_SURFACE	Up	0	200	38	12282	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_APOPTOSIS	Up	8	192	147	12173	3.44975229	0.003430851	0.057180846	1.786492773
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_BILE_ACID_METABOLISM	Up	2	198	106	12214	1.163886426	0.69164732	0.942080299	0.218950284
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Up	3	197	72	12248	2.590140329	0.118154582	0.481818886	1.373030262
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_COAGULATION	Up	3	197	131	12189	1.41686847	0.476028948	0.820739565	0.502705837
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_COMPLEMENT	Up	3	197	183	12137	1.009986279	1	1	0.014335693
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_DNA_REPAIR	Up	1	199	148	12172	0.413302317	0.735007807	0.942080299	-1.274730644
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_E2F_TARGETS	Up	8	192	191	12129	2.645502557	0.014635648	0.146356483	1.403541812
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Up	0	200	179	12141	0	0.122275625	0.481818886	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	Up	3	197	175	12145	1.056879304	0.763005749	0.942080299	0.079810629
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Up	4	196	170	12150	1.458502038	0.362245605	0.755656077	0.544487402
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Up	0	200	148	12172	0	0.179564449	0.561138903	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_G2M_CHECKPOINT	Up	4	196	193	12127	1.282299702	0.559780072	0.860456544	0.358733491
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_GLYCOLYSIS	Up	5	195	181	12139	1.71954751	0.226139846	0.62816624	0.782028977
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	Up	0	200	31	12289	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_HEME_METABOLISM	Up	3	197	186	12134	0.993450658	1	1	-0.00947978
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_HYPOXIA	Up	6	194	180	12140	2.0857361	0.077927525	0.440594929	1.060556631
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Up	3	197	187	12133	0.988057076	1	1	-0.017333712
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	Up	2	198	82	12238	1.507417659	0.389281966	0.755656077	0.592079199
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	Up	10	190	166	12154	3.852763657	0.000526521	0.023808636	1.945893688
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Up	5	195	94	12226	3.334356673	0.021138715	0.176155962	1.737408437
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Up	9	191	191	12129	2.991781949	0.004847134	0.06058918	1.581005031
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_KRAS_SIGNALING_DN	Up	2	198	111	12209	1.11100948	0.702422793	0.942080299	0.151871126
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_KRAS_SIGNALING_UP	Up	6	194	177	12143	2.121610951	0.073324495	0.440594929	1.085160127
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MITOTIC_SPINDLE	Up	4	196	195	12125	1.268939902	0.562759718	0.860456544	0.343623743
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MTORC1_SIGNALING	Up	6	194	189	12131	1.984957536	0.134909288	0.481818886	0.989108144
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MYC_TARGETS_V1	Up	0	200	195	12125	0	0.079307087	0.440594929	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MYC_TARGETS_V2	Up	1	199	56	12264	1.100493014	0.601468981	0.884513208	0.138149986
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MYOGENESIS	Up	0	200	173	12147	0	0.119629322	0.481818886	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_NOTCH_SIGNALING	Up	0	200	32	12288	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Up	1	199	184	12136	0.331457876	0.375850992	0.755656077	-1.593102561
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_P53_PATHWAY	Up	2	198	188	12132	0.651854671	0.772505845	0.942080299	-0.617377739
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PANCREAS_BETA_CELLS	Up	1	199	17	12303	3.636373255	0.251781257	0.662582255	1.862500292
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PEROXISOME	Up	1	199	90	12230	0.6828757	1	1	-0.550305099
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Up	3	197	96	12224	1.938949073	0.210538543	0.61923101	0.955274911
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PROTEIN_SECRETION	Up	0	200	92	12228	0	0.408054282	0.755656077	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Up	2	198	46	12274	2.694767367	0.178463266	0.561138903	1.430160734
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_SPERMATOGENESIS	Up	2	198	83	12237	1.489138797	0.394936159	0.755656077	0.574478229
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_TGF_BETA_SIGNALING	Up	1	199	51	12269	1.208865325	0.567901319	0.860456544	0.273653528
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Up	10	190	180	12140	3.548751641	0.000952345	0.023808636	1.827311611
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Up	1	199	109	12211	0.562971524	1	1	-0.828866146
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_UV_RESPONSE_DN	Up	2	198	138	12182	0.891677925	1	1	-0.165405393
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_UV_RESPONSE_UP	Up	4	196	138	12182	1.801355033	0.292474427	0.731186068	0.849082553
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Up	2	198	37	12283	3.352634815	0.128297053	0.481818886	1.745295346
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Up	4	196	190	12130	1.30286675	0.555472804	0.860456544	0.38168954
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ADIPOGENESIS	Down	6	194	190	12130	1.974349623	0.135952458	0.424851431	0.981377488
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ALLOGRAFT_REJECTION	Down	1	199	184	12136	0.331457876	0.375850992	0.806115004	-1.593102561
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ANDROGEN_RESPONSE	Down	5	195	92	12228	3.407389446	0.019534275	0.10849759	1.768666849
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ANGIOGENESIS	Down	0	200	35	12285	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_APICAL_JUNCTION	Down	1	199	175	12145	0.348762219	0.534463033	0.806115004	-1.519684331
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_APICAL_SURFACE	Down	1	199	37	12283	1.668107807	0.458191605	0.806115004	0.738212531
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_APOPTOSIS	Down	6	194	149	12171	2.526028437	0.038111039	0.14658092	1.336870881
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_BILE_ACID_METABOLISM	Down	7	193	101	12219	4.386553644	0.001709774	0.017097737	2.133087912
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Down	6	194	69	12251	5.490044785	0.00124296	0.015537001	2.456817918
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_COAGULATION	Down	1	199	133	12187	0.460480327	0.727239899	0.967175528	-1.118788574
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_COMPLEMENT	Down	2	198	184	12136	0.666244343	0.772451864	0.967175528	-0.585876717
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_DNA_REPAIR	Down	2	198	147	12173	0.83647051	1	1	-0.257613416
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_E2F_TARGETS	Down	4	196	195	12125	1.268939902	0.562759718	0.806115004	0.343623743
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Down	4	196	175	12145	1.416255204	0.537317397	0.806115004	0.502081257
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	Down	10	190	168	12152	3.806316687	0.000575236	0.01038243	1.928395599
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Down	7	193	167	12153	2.638986001	0.021699518	0.10849759	1.399983698
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Down	12	188	136	12184	5.716449239	4.33E-06	0.000216734	2.515119298
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_G2M_CHECKPOINT	Down	4	196	193	12127	1.282299702	0.559780072	0.806115004	0.358733491
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_GLYCOLYSIS	Down	3	197	183	12137	1.009986279	1	1	0.014335693
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	Down	0	200	31	12289	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_HEME_METABOLISM	Down	3	197	186	12134	0.993450658	1	1	-0.00947978
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_HYPOXIA	Down	5	195	181	12139	1.71954751	0.226139846	0.595104859	0.782028977
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Down	7	193	183	12137	2.40512367	0.032914975	0.137145729	1.266111078
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	Down	2	198	82	12238	1.507417659	0.389281966	0.806115004	0.592079199
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	Down	4	196	172	12148	1.441308422	0.367541159	0.806115004	0.527379087
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Down	0	200	99	12221	0	0.412321881	0.806115004	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Down	4	196	196	12124	1.262362243	0.564280503	0.806115004	0.33612596
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_KRAS_SIGNALING_DN	Down	3	197	110	12210	1.690256519	0.430803463	0.806115004	0.757242211
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_KRAS_SIGNALING_UP	Down	5	195	178	12142	1.748958534	0.220637326	0.595104859	0.806496085
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MITOTIC_SPINDLE	Down	2	198	197	12123	0.621614333	0.773740422	0.967175528	-0.685908326
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MTORC1_SIGNALING	Down	6	194	189	12131	1.984957536	0.134909288	0.424851431	0.989108144
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MYC_TARGETS_V1	Down	2	198	193	12127	0.634706311	0.773008015	0.967175528	-0.655838906
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MYC_TARGETS_V2	Down	4	196	53	12267	4.721558475	0.012910684	0.080691777	2.239263138
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_MYOGENESIS	Down	4	196	169	12151	1.467251539	0.359628707	0.806115004	0.553116222
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_NOTCH_SIGNALING	Down	2	198	30	12290	4.137367963	0.09219229	0.32925818	2.048713272
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Down	2	198	183	12137	0.669940045	1	1	-0.577896105
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_P53_PATHWAY	Down	4	196	186	12134	1.331321479	0.550053671	0.806115004	0.412858987
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PANCREAS_BETA_CELLS	Down	0	200	18	12302	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PEROXISOME	Down	7	193	84	12236	5.282284581	0.000622946	0.01038243	2.401162028
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Down	1	199	98	12222	0.626723222	1	1	-0.674099646
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_PROTEIN_SECRETION	Down	1	199	91	12229	0.675316742	1	1	-0.566363772
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Down	1	199	47	12273	1.312164464	0.539033496	0.806115004	0.391948556
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_SPERMATOGENESIS	Down	2	198	83	12237	1.489138797	0.394936159	0.806115004	0.574478229
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_TGF_BETA_SIGNALING	Down	2	198	50	12270	2.478502388	0.201626457	0.593018991	1.309468649
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Down	9	191	181	12139	3.159641262	0.003464703	0.028388745	1.659760767
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Down	5	195	105	12215	2.982409207	0.031493948	0.137145729	1.576478219
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_UV_RESPONSE_DN	Down	1	199	139	12181	0.44038729	0.729624763	0.967175528	-1.183155263
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_UV_RESPONSE_UP	Down	3	197	139	12181	1.334476743	0.496796785	0.806115004	0.416274163
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Down	0	200	39	12281	0	1	1	#NAME?
E17a_6m_female	E17a_6m_female	GSE131754	E17a	6m	female	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Down	9	191	185	12135	3.090312451	0.003974424	0.028388745	1.627752712
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_ADIPOGENESIS	Up	3	42	193	12282	4.544438875	0.033148636	0.236775969	2.184102169
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_ALLOGRAFT_REJECTION	Up	4	41	181	12294	6.623824823	0.004286508	0.058894145	2.727664519
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_ANDROGEN_RESPONSE	Up	0	45	97	12378	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_ANGIOGENESIS	Up	1	44	34	12441	8.310281937	0.11855889	0.479551621	3.054897423
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_APICAL_JUNCTION	Up	0	45	176	12299	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_APICAL_SURFACE	Up	0	45	38	12437	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_APOPTOSIS	Up	2	43	153	12322	3.745215793	0.106837551	0.479551621	1.905048847
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_BILE_ACID_METABOLISM	Up	0	45	108	12367	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Up	1	44	74	12401	3.807868336	0.237274454	0.695839787	1.928983596
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_COAGULATION	Up	3	42	131	12344	6.727734695	0.012259676	0.122596762	2.750120815
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_COMPLEMENT	Up	1	44	185	12290	1.509729812	0.49071185	0.886822075	0.594290381
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_DNA_REPAIR	Up	0	45	149	12326	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_E2F_TARGETS	Up	0	45	199	12276	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Up	2	43	177	12298	3.231044992	0.135271681	0.479551621	1.69200084
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	Up	1	44	177	12298	1.578999858	0.475605497	0.886822075	0.659011042
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Up	1	44	173	12302	1.616036294	0.467888899	0.886822075	0.6924596
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Up	0	45	148	12327	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_G2M_CHECKPOINT	Up	0	45	197	12278	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_GLYCOLYSIS	Up	1	44	185	12290	1.509729812	0.49071185	0.886822075	0.594290381
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_HEDGEHOG_SIGNALING	Up	1	44	30	12445	9.421362662	0.105738139	0.479551621	3.23593574
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_HEME_METABOLISM	Up	0	45	189	12286	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_HYPOXIA	Up	2	43	184	12291	3.106364059	0.143865486	0.479551621	1.63522692
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Up	1	44	189	12286	1.477302714	0.49810462	0.886822075	0.562965479
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	Up	1	44	83	12392	3.392560205	0.261747733	0.695839787	1.762374418
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	Up	2	43	174	12301	3.287549127	0.13162658	0.479551621	1.717012453
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Up	1	44	98	12377	2.869885365	0.300840737	0.716287469	1.520993111
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Up	6	39	194	12281	9.731451437	7.47E-05	0.003736347	3.282654998
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_KRAS_SIGNALING_DN	Up	0	45	113	12362	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_KRAS_SIGNALING_UP	Up	4	41	179	12296	6.698896469	0.004124045	0.058894145	2.743923455
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_MITOTIC_SPINDLE	Up	1	44	198	12277	1.409132554	0.514356804	0.886822075	0.494807329
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_MTORC1_SIGNALING	Up	1	44	194	12281	1.438649095	0.507198151	0.886822075	0.524714743
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_MYC_TARGETS_V1	Up	0	45	195	12280	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_MYC_TARGETS_V2	Up	0	45	57	12418	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_MYOGENESIS	Up	0	45	173	12302	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_NOTCH_SIGNALING	Up	0	45	32	12443	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Up	0	45	185	12290	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_P53_PATHWAY	Up	3	42	187	12288	4.692992063	0.03063131	0.236775969	2.23050802
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_PANCREAS_BETA_CELLS	Up	0	45	18	12457	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_PEROXISOME	Up	0	45	91	12384	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Up	0	45	99	12376	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_PROTEIN_SECRETION	Up	1	44	91	12384	3.092338858	0.282855973	0.707139934	1.628698418
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Up	0	45	48	12427	0	1	1	#NAME?
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_SPERMATOGENESIS	Up	1	44	84	12391	3.351907918	0.264419119	0.695839787	1.744982516
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_TGF_BETA_SIGNALING	Up	1	44	51	12424	5.534525434	0.171070977	0.534596802	2.468459616
E17a_6m_male	E17a_6m_male	GSE131754	E17a	6m	male	Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Up	4	41	186	12289	6.443205568	0.004711532	0.058894145	2.687778624
